block_id,section_id,date,maintenance_type,planned_start,planned_end,planned_duration_min,required_asset_type,priority,weather,actual_duration_min,overrun_min,overrun_flag
B06660,ADL-SEL,2023-01-16,Track Repair,00:00,03:52,232.4,Tamping Machine,Medium,Fog,251.4,19.0,1
B12747,MCI-RDM,2023-01-16,Signal Maintenance,02:00,03:37,97.5,Tower Wagon,Low,Fog,100.3,2.7,0
B09812,HNB-TKF,2023-01-16,Track Repair,22:00,01:09,189.0,Tamping Machine,Low,Extreme Heat,213.8,24.8,1
B07241,BMG-BT,2023-01-16,Track Stabilization,00:00,02:37,157.4,Dynamic Track Stabilizer,Medium,Clear,183.7,26.4,1
B01649,KSWD-PMP,2023-01-16,Track Repair,01:00,03:16,136.1,Tamping Machine,Low,Clear,144.0,7.9,0
B03192,CLA-MTN,2023-01-17,Ballast Renewal,01:00,04:56,236.2,Ballast Regulator,High,Fog,249.1,12.9,1
B07536,MMG-NBE,2023-01-17,Track Stabilization,03:00,05:48,169.0,Dynamic Track Stabilizer,Medium,Fog,179.7,10.8,1
B04246,MCA-NDGJ,2023-01-17,Rail Welding,01:00,02:07,67.4,Rail Crane,Low,Fog,97.3,29.9,1
B05873,DTE-GGTA,2023-01-17,Track Stabilization,03:00,05:54,174.2,Dynamic Track Stabilizer,Low,Clear,196.0,21.8,1
B13331,ANNR-TMVL,2023-01-17,Rail Welding,22:00,23:08,68.3,Rail Crane,Medium,Clear,83.8,15.5,1
B01256,MYHT-TNX,2023-01-17,Track Stabilization,23:00,01:58,178.1,Dynamic Track Stabilizer,Low,Clear,191.4,13.3,1
B06865,BZA-EE,2023-01-17,Rail Welding,22:00,23:40,100.8,Rail Crane,Medium,Clear,108.3,7.5,0
B01639,JPQ-JRAE,2023-01-17,Track Repair,00:00,02:38,158.2,Tamping Machine,Low,Clear,185.1,26.9,1
B11157,MIJ-TNX,2023-01-17,Signal Maintenance,01:00,03:09,129.4,Tower Wagon,Low,Clear,144.7,15.3,1
B01366,CGL-TBM,2023-01-17,Points Renewal,04:00,07:36,216.9,Rail Crane,Medium,Clear,250.2,33.3,1
B12612,BSHT-MPN,2023-01-17,OHE Maintenance,01:00,03:51,171.7,OHE Maintenance Special,Low,Clear,178.8,7.1,0
B05106,BAQ-BHS,2023-01-17,Track Stabilization,00:00,02:41,161.9,Dynamic Track Stabilizer,Low,Clear,155.3,-6.6,0
B02689,BVA-NALR,2023-01-17,Signal Maintenance,03:00,04:32,92.2,Tower Wagon,Medium,Clear,112.5,20.3,1
B01376,LTT-TNA,2023-01-17,Points Renewal,04:00,06:28,148.4,Rail Crane,Low,Clear,168.5,20.1,1
B05735,ST-VAPI,2023-01-17,Ballast Renewal,22:00,03:30,330.2,Ballast Regulator,Low,Clear,307.1,-23.1,0
B10262,ED-TUP,2023-01-17,Points Renewal,02:00,05:37,217.2,Rail Crane,Medium,Fog,244.4,27.2,1
B09784,GGC-SWM,2023-01-18,OHE Maintenance,23:00,01:24,144.1,OHE Maintenance Special,Low,Heavy Rain,166.6,22.5,1
B11295,GDR-NLR,2023-01-18,Track Stabilization,00:00,03:10,190.0,Dynamic Track Stabilizer,Medium,Clear,243.6,53.6,1
B14381,MSU-PLMG,2023-01-18,Track Stabilization,00:00,02:46,166.8,Dynamic Track Stabilizer,Low,Clear,198.0,31.2,1
B10824,BAM-PSA,2023-01-18,Track Stabilization,03:00,05:32,152.2,Dynamic Track Stabilizer,Low,Clear,162.3,10.1,1
B13077,CHT-KLKR,2023-01-18,Track Stabilization,04:00,06:13,133.0,Dynamic Track Stabilizer,Low,Clear,133.0,-0.0,0
B06926,GCN-HGA,2023-01-18,Rail Welding,02:00,03:34,94.6,Rail Crane,Low,Light Rain,69.6,-25.0,0
B12233,PER-VPY,2023-01-18,Signal Maintenance,02:00,03:42,102.4,Tower Wagon,High,Clear,114.1,11.8,1
B01615,BP-PTF,2023-01-18,Rail Welding,03:00,04:21,82.0,Rail Crane,Medium,Clear,98.7,16.7,1
B02742,DBA-GWL,2023-01-18,Ballast Renewal,00:00,02:47,167.9,Ballast Regulator,Low,Clear,147.0,-20.9,0
B10443,AKV-ST,2023-01-18,Rail Welding,02:00,03:40,100.1,Rail Crane,Low,Clear,109.9,9.9,0
B03296,BARU-DBT,2023-01-18,Points Renewal,00:00,02:55,175.1,Rail Crane,Low,Clear,192.3,17.2,1
B05169,ST-VAPI,2023-01-18,Points Renewal,23:00,02:18,198.6,Rail Crane,Low,Clear,244.4,45.8,1
B14605,BP-PTF,2023-01-18,Rail Welding,01:00,02:43,103.8,Rail Crane,Medium,Clear,119.3,15.4,1
B08758,CMP-PV,2023-01-18,Points Renewal,01:00,05:18,258.1,Rail Crane,Medium,Clear,248.6,-9.5,0
B11857,JOO-VAR,2023-01-18,Points Renewal,02:00,04:47,167.7,Rail Crane,Low,Clear,160.5,-7.3,0
B04159,BMG-DTK,2023-01-18,Rail Welding,22:00,23:27,88.0,Rail Crane,Medium,Fog,89.3,1.3,0
B00388,FDB-FDN,2023-01-18,Signal Maintenance,01:00,02:42,102.9,Tower Wagon,Low,Clear,98.1,-4.8,0
B02974,KPG-MMR,2023-01-18,Points Renewal,00:00,02:53,173.1,Rail Crane,Low,Light Rain,186.3,13.2,1
B14879,CSMT-RVJ,2023-01-18,Signal Maintenance,01:00,02:53,113.5,Tower Wagon,Medium,Heavy Rain,120.0,6.5,0
B12539,MN-TLM,2023-01-19,OHE Maintenance,23:00,01:11,131.1,OHE Maintenance Special,Medium,Clear,167.4,36.3,1
B11661,JPQ-JRAE,2023-01-19,Signal Maintenance,04:00,06:12,132.5,Tower Wagon,Low,Clear,114.8,-17.7,0
B04250,CRJ-MDP,2023-01-19,Track Stabilization,22:00,00:23,143.7,Dynamic Track Stabilizer,Low,Clear,146.1,2.4,0
B04961,PRES-PRWS,2023-01-19,Track Stabilization,04:00,07:03,183.9,Dynamic Track Stabilizer,Medium,Clear,169.2,-14.7,0
B05300,BSL-JL,2023-01-19,Track Stabilization,04:00,07:20,200.9,Dynamic Track Stabilizer,Medium,Clear,187.6,-13.3,0
B11826,KLVA-MBQ,2023-01-19,Track Repair,02:00,05:11,191.3,Tamping Machine,Medium,Clear,213.8,22.5,1
B11152,BHPA-SNU,2023-01-19,Track Repair,02:00,05:41,221.2,Tamping Machine,Low,Clear,224.1,2.9,0
B07560,BTE-MTJ,2023-01-19,Track Stabilization,01:00,03:57,177.7,Dynamic Track Stabilizer,Low,Clear,162.3,-15.4,0
B06354,BT-KZPR,2023-01-19,Track Stabilization,02:00,04:23,143.0,Dynamic Track Stabilizer,Low,Clear,170.0,27.0,1
B04095,BNKA-PNCB,2023-01-19,Ballast Renewal,01:00,04:03,183.0,Ballast Regulator,Low,Clear,206.4,23.3,1
B11618,HJP-SEE,2023-01-19,OHE Maintenance,23:00,01:17,137.5,OHE Maintenance Special,Medium,Heavy Rain,168.0,30.5,1
B12357,CBE-TUP,2023-01-20,Track Repair,01:00,04:04,184.6,Tamping Machine,Medium,Clear,192.7,8.1,0
B14137,BZN-KGY,2023-01-20,Points Renewal,00:00,03:37,217.2,Rail Crane,Low,Clear,234.0,16.8,1
B02029,ED-SA,2023-01-20,Points Renewal,23:00,01:55,175.9,Rail Crane,Medium,Clear,153.7,-22.2,0
B01958,BGWI-GRWD,2023-01-20,Track Stabilization,23:00,01:57,177.5,Dynamic Track Stabilizer,Low,Clear,206.9,29.5,1
B06752,PGT-TCR,2023-01-20,Track Stabilization,00:00,03:21,201.8,Dynamic Track Stabilizer,Low,Light Rain,176.8,-25.0,0
B00655,BND-NHU,2023-01-20,Rail Welding,00:00,01:34,94.2,Rail Crane,High,Clear,71.7,-22.6,0
B02511,TBM-TBMS,2023-01-20,Rail Welding,02:00,03:43,103.3,Rail Crane,Medium,Clear,78.3,-25.0,0
B05370,BNC-SBC,2023-01-20,Track Repair,02:00,04:40,160.0,Tamping Machine,Low,Extreme Heat,223.8,63.8,1
B14219,BEAS-JUC,2023-01-20,Track Repair,01:00,03:41,161.2,Tamping Machine,Low,Heavy Rain,220.3,59.1,1
B01795,KNE-NJP,2023-01-20,Points Renewal,01:00,03:48,168.9,Rail Crane,Low,Fog,188.4,19.5,1
B09586,RPM-WST,2023-01-20,Rail Welding,01:00,02:18,79.0,Rail Crane,Medium,Clear,54.0,-25.0,0
B08300,UMB-YJUD,2023-01-20,Ballast Renewal,03:00,06:59,239.9,Ballast Regulator,Low,Fog,267.3,27.4,1
B09674,JSME-MDP,2023-01-20,Track Stabilization,22:00,00:33,153.5,Dynamic Track Stabilizer,Low,Light Rain,191.3,37.8,1
B08876,JET-SC,2023-01-20,Track Repair,04:00,07:04,184.1,Tamping Machine,Low,Clear,177.8,-6.2,0
B14346,KNHE-VDN,2023-01-20,Rail Welding,00:00,01:26,87.0,Rail Crane,Low,Clear,101.3,14.3,1
B11153,CDAE-PBZ,2023-01-20,Track Stabilization,01:00,03:14,135.0,Dynamic Track Stabilizer,Low,Light Rain,136.8,1.8,0
B13350,LDH-PGW,2023-01-21,Track Repair,22:00,00:54,174.7,Tamping Machine,Low,Clear,175.2,0.5,0
B03860,MJT-NACC,2023-01-21,Track Repair,02:00,05:29,210.0,Tamping Machine,Low,Clear,219.7,9.8,0
B09831,RJT-WKR,2023-01-21,Rail Welding,01:00,02:19,79.5,Rail Crane,Low,Heavy Rain,132.8,53.2,1
B14415,DKAE-RCD,2023-01-21,Rail Welding,01:00,02:00,60.7,Rail Crane,Low,Fog,81.5,20.8,1
B00439,PNBE-PNC,2023-01-21,OHE Maintenance,00:00,02:25,145.8,OHE Maintenance Special,Low,Clear,165.3,19.5,1
B05781,CGL-TBM,2023-01-21,Rail Welding,03:00,04:42,102.5,Rail Crane,Medium,Clear,110.0,7.5,0
B14772,BDTS-BVI,2023-01-21,OHE Maintenance,04:00,05:48,108.5,OHE Maintenance Special,Low,Clear,104.9,-3.7,0
B00281,DDJ-SDAH,2023-01-21,Points Renewal,23:00,02:13,193.5,Rail Crane,Low,Fog,203.1,9.7,0
B06797,NGP-SEGM,2023-01-21,OHE Maintenance,03:00,05:05,125.5,OHE Maintenance Special,Low,Clear,142.6,17.0,1
B01978,CDH-PDX,2023-01-21,Track Repair,22:00,01:16,196.6,Tamping Machine,Medium,Clear,190.9,-5.6,0
B04429,IGP-KYN,2023-01-21,Ballast Renewal,00:00,02:42,162.0,Ballast Regulator,Low,Clear,189.2,27.2,1
B04641,KGP-TATA,2023-01-21,Rail Welding,00:00,01:31,91.1,Rail Crane,Low,Clear,94.2,3.1,0
B13841,BE-MB,2023-01-21,OHE Maintenance,02:00,04:38,158.2,OHE Maintenance Special,Low,Clear,147.9,-10.3,0
B10342,BBLA-BSHT,2023-01-21,Ballast Renewal,02:00,05:02,182.6,Ballast Regulator,Low,Heavy Rain,202.6,20.0,1
B08270,TNA-VSH,2023-01-21,Track Repair,00:00,02:48,168.8,Tamping Machine,Medium,Clear,182.9,14.1,1
B02917,ET-KNW,2023-01-21,Track Stabilization,22:00,00:24,144.5,Dynamic Track Stabilizer,Low,Clear,164.5,19.9,1
B07883,ANVR-CNJ,2023-01-22,Track Stabilization,23:00,02:05,185.1,Dynamic Track Stabilizer,Low,Light Rain,198.1,13.0,1
B12831,KYN-NK,2023-01-22,Points Renewal,22:00,00:54,174.3,Rail Crane,Low,Light Rain,168.9,-5.4,0
B07949,DH-GURN,2023-01-22,Signal Maintenance,00:00,01:34,94.3,Tower Wagon,Low,Light Rain,117.8,23.4,1
B11927,BPN-HRSR,2023-01-22,OHE Maintenance,01:00,02:58,118.7,OHE Maintenance Special,Low,Clear,135.4,16.7,1
B09630,DVD-VSKP,2023-01-22,Ballast Renewal,01:00,05:40,280.0,Ballast Regulator,Low,Clear,310.6,30.6,1
B14612,MSB-RPM,2023-01-22,Ballast Renewal,22:00,01:24,204.8,Ballast Regulator,Medium,Clear,222.2,17.4,1
B01646,SC-STPD,2023-01-22,Track Repair,02:00,04:32,152.9,Tamping Machine,Low,Fog,222.3,69.3,1
B11512,CGL-MSB,2023-01-22,Ballast Renewal,02:00,05:54,234.3,Ballast Regulator,Low,Clear,220.9,-13.5,0
B14085,KYN-VLDI,2023-01-22,Points Renewal,00:00,03:01,181.1,Rail Crane,Medium,Clear,191.2,10.1,1
B09159,BVA-CGA,2023-01-22,Ballast Renewal,04:00,07:29,209.9,Ballast Regulator,Medium,Clear,248.4,38.5,1
B11390,AGC-RKM,2023-01-22,Rail Welding,00:00,01:33,93.1,Rail Crane,Low,Clear,68.1,-25.0,0
B02902,SRR-TCR,2023-01-22,Rail Welding,01:00,02:36,96.9,Rail Crane,Low,Light Rain,90.7,-6.3,0
B12907,BNKA-PNCB,2023-01-23,Ballast Renewal,03:00,06:57,237.3,Ballast Regulator,Low,Clear,289.6,52.2,1
B13322,BDC-BSAE,2023-01-23,Points Renewal,03:00,05:54,174.3,Rail Crane,Low,Clear,163.9,-10.3,0
B03461,CLA-MTN,2023-01-23,Signal Maintenance,04:00,05:57,117.6,Tower Wagon,High,Light Rain,114.9,-2.7,0
B09393,DR-PR,2023-01-23,OHE Maintenance,02:00,04:20,140.2,OHE Maintenance Special,High,Clear,161.9,21.6,1
B09762,MYR-STA,2023-01-23,Ballast Renewal,23:00,03:02,242.1,Ballast Regulator,Low,Fog,244.4,2.3,0
B09875,BGAE-SOAE,2023-01-23,Track Repair,00:00,02:43,163.0,Tamping Machine,Low,Clear,169.1,6.1,0
B02498,GMDN-KGP,2023-01-23,Track Repair,00:00,03:32,212.8,Tamping Machine,Low,Light Rain,245.2,32.4,1
B05589,HJP-SEE,2023-01-23,Rail Welding,00:00,01:36,96.0,Rail Crane,Medium,Clear,92.9,-3.1,0
B06262,LOK-TAK,2023-01-23,OHE Maintenance,02:00,03:58,118.4,OHE Maintenance Special,Low,Light Rain,116.5,-1.8,0
B12454,DUAN-RDU,2023-01-23,Signal Maintenance,22:00,23:44,104.3,Tower Wagon,Low,Clear,110.8,6.6,0
B04607,GDY-STM,2023-01-23,Track Repair,23:00,02:03,183.4,Tamping Machine,Medium,Clear,183.1,-0.3,0
B06800,JTJ-SA,2023-01-23,OHE Maintenance,01:00,03:55,175.2,OHE Maintenance Special,Low,Clear,210.5,35.3,1
B02800,LDH-PGW,2023-01-23,Points Renewal,22:00,01:39,219.6,Rail Crane,Low,Clear,194.6,-25.0,0
B01982,GKL-MDN,2023-01-23,OHE Maintenance,23:00,01:32,152.2,OHE Maintenance Special,Low,Light Rain,175.9,23.6,1
B14928,KTE-STA,2023-01-23,Track Repair,22:00,00:32,152.8,Tamping Machine,Low,Heavy Rain,196.9,44.1,1
B10524,KMST-KNHE,2023-01-23,Track Stabilization,02:00,04:16,136.5,Dynamic Track Stabilizer,Low,Light Rain,111.5,-25.0,0
B10314,MAJN-UD,2023-01-23,Track Stabilization,02:00,04:50,170.9,Dynamic Track Stabilizer,Low,Clear,182.1,11.2,1
B06551,BDZ-THP,2023-01-24,Ballast Renewal,01:00,04:37,217.3,Ballast Regulator,Low,Clear,209.3,-8.0,0
B02128,ABU-TMVL,2023-01-24,Points Renewal,03:00,06:21,201.1,Rail Crane,Medium,Clear,188.5,-12.6,0
B05669,KKDE-UMB,2023-01-24,Rail Welding,04:00,05:32,92.6,Rail Crane,Low,Clear,96.2,3.6,0
B06928,JET-SJVP,2023-01-24,OHE Maintenance,01:00,03:00,120.6,OHE Maintenance Special,Low,Fog,148.3,27.7,1
B04273,ATC-JOO,2023-01-24,Rail Welding,00:00,01:21,81.9,Rail Crane,Low,Clear,75.3,-6.6,0
B12043,BWN-HWH,2023-01-24,Rail Welding,03:00,04:34,95.0,Rail Crane,Low,Clear,114.9,19.9,1
B10815,KNR-NH,2023-01-24,Track Repair,00:00,03:06,186.2,Tamping Machine,Medium,Heavy Rain,225.0,38.8,1
B03748,JGDL-KNR,2023-01-24,OHE Maintenance,02:00,04:32,152.2,OHE Maintenance Special,Medium,Clear,164.5,12.3,1
B08048,DTAE-SMAE,2023-01-24,Track Repair,22:00,00:38,158.4,Tamping Machine,Low,Light Rain,185.9,27.5,1
B11531,GGC-SWM,2023-01-24,Track Repair,02:00,04:33,153.3,Tamping Machine,Low,Clear,158.9,5.6,0
B05236,NRPR-SPR,2023-01-25,Points Renewal,00:00,04:17,257.3,Rail Crane,Medium,Clear,311.2,53.9,1
B06125,DTE-GGTA,2023-01-25,Rail Welding,01:00,02:37,97.9,Rail Crane,Low,Clear,83.5,-14.4,0
B12073,HC-PRES,2023-01-25,Points Renewal,23:00,02:11,191.8,Rail Crane,Medium,Clear,170.3,-21.5,0
B08831,HWH-KGP,2023-01-25,Track Stabilization,03:00,06:07,187.4,Dynamic Track Stabilizer,Low,Fog,211.3,23.8,1
B01326,MTMY-VLCY,2023-01-25,Ballast Renewal,04:00,08:02,243.0,Ballast Regulator,Medium,Clear,273.2,30.2,1
B12961,NDLS-NZM,2023-01-25,Track Repair,04:00,06:54,174.3,Tamping Machine,Low,Clear,209.3,35.0,1
B02414,FLU-HBE,2023-01-25,Signal Maintenance,22:00,23:53,113.8,Tower Wagon,Low,Clear,115.6,1.8,0
B11451,BWN-HWH,2023-01-25,Points Renewal,00:00,02:42,162.1,Rail Crane,Low,Clear,198.3,36.3,1
B07438,MIJ-TNX,2023-01-26,Signal Maintenance,04:00,05:37,97.9,Tower Wagon,Low,Clear,101.8,3.9,0
B10263,CKI-IJK,2023-01-26,Track Repair,00:00,03:19,199.1,Tamping Machine,Low,Clear,218.9,19.8,1
B11076,TK-YPR,2023-01-26,Signal Maintenance,22:00,23:39,99.1,Tower Wagon,Low,Clear,119.4,20.3,1
B13887,CDNR-LPI,2023-01-26,Ballast Renewal,02:00,05:53,233.1,Ballast Regulator,Medium,Light Rain,216.1,-17.0,0
B04029,KNE-NJP,2023-01-26,Signal Maintenance,04:00,06:02,122.3,Tower Wagon,Low,Light Rain,177.5,55.2,1
B05408,BSL-JL,2023-01-26,Points Renewal,22:00,02:26,266.8,Rail Crane,Medium,Clear,276.6,9.8,0
B13193,PZA-STM,2023-01-26,Points Renewal,23:00,02:11,191.8,Rail Crane,Medium,Clear,190.8,-1.0,0
B12797,ABU-PVM,2023-01-26,Ballast Renewal,22:00,01:34,214.8,Ballast Regulator,Medium,Light Rain,225.2,10.4,1
B03592,ABY-SHAD,2023-01-26,Track Repair,22:00,01:35,215.5,Tamping Machine,Low,Clear,255.1,39.7,1
B02056,BHPA-SNU,2023-01-26,Track Stabilization,00:00,02:21,141.9,Dynamic Track Stabilizer,Low,Light Rain,127.4,-14.5,0
B12033,BPQ-NGP,2023-01-26,Points Renewal,23:00,03:01,241.8,Rail Crane,Low,Clear,260.2,18.4,1
B06694,BMG-BT,2023-01-26,Track Stabilization,23:00,01:24,144.0,Dynamic Track Stabilizer,Medium,Clear,163.0,19.0,1
B14681,ANNR-TMVL,2023-01-26,OHE Maintenance,22:00,00:11,131.7,OHE Maintenance Special,Medium,Heavy Rain,147.9,16.3,1
B12317,BZA-RJY,2023-01-26,Points Renewal,04:00,07:25,205.8,Rail Crane,Low,Extreme Heat,205.9,0.2,0
B14487,BAQ-BHS,2023-01-26,Rail Welding,04:00,05:34,94.3,Rail Crane,Low,Clear,93.3,-1.0,0
B02979,HRO-KMZA,2023-01-26,Rail Welding,22:00,23:52,112.1,Rail Crane,Low,Clear,125.6,13.5,1
B05078,BT-HHR,2023-01-26,Rail Welding,04:00,05:44,104.9,Rail Crane,Medium,Light Rain,118.7,13.8,1
B02788,BPAE-JOX,2023-01-26,Ballast Renewal,22:00,01:48,228.9,Ballast Regulator,Low,Clear,203.9,-25.0,0
B05973,BSAE-TBAE,2023-01-26,Points Renewal,00:00,03:13,193.3,Rail Crane,Low,Clear,201.7,8.4,0
B04958,DKAE-RCD,2023-01-27,Rail Welding,23:00,00:21,81.1,Rail Crane,Low,Clear,89.7,8.6,0
B10054,TVT-WCN,2023-01-27,Track Repair,00:00,03:41,221.6,Tamping Machine,Low,Clear,242.7,21.0,1
B09478,ASN-CRJ,2023-01-27,Points Renewal,01:00,04:49,229.8,Rail Crane,Low,Heavy Rain,232.3,2.5,0
B13838,CGL-MSB,2023-01-27,Points Renewal,00:00,02:50,170.8,Rail Crane,Low,Light Rain,162.4,-8.5,0
B01272,HLR-NH,2023-01-27,Track Repair,02:00,04:58,178.6,Tamping Machine,Medium,Clear,186.5,7.9,0
B07519,BGF-MYM,2023-01-27,Track Repair,04:00,07:25,205.4,Tamping Machine,Low,Clear,219.7,14.3,1
B12980,BHLA-GPAE,2023-01-27,Track Stabilization,02:00,04:38,158.9,Dynamic Track Stabilizer,Low,Light Rain,148.6,-10.3,0
B09721,BAM-KUR,2023-01-28,Track Stabilization,01:00,03:49,169.7,Dynamic Track Stabilizer,Low,Clear,193.0,23.3,1
B12455,AKRA-SSP,2023-01-28,Points Renewal,02:00,05:13,194.0,Rail Crane,Low,Clear,227.4,33.4,1
B08965,BLN-SDAH,2023-01-28,Ballast Renewal,02:00,05:54,234.6,Ballast Regulator,High,Extreme Heat,235.7,1.1,0
B04931,KMT-WL,2023-01-28,Signal Maintenance,01:00,03:08,128.3,Tower Wagon,Low,Clear,126.1,-2.1,0
B07692,BPAE-BRPA,2023-01-28,Track Stabilization,23:00,01:41,161.4,Dynamic Track Stabilizer,Low,Clear,152.6,-8.8,0
B07506,BLYG-BLYH,2023-01-28,Rail Welding,01:00,02:16,76.8,Rail Crane,Low,Clear,57.7,-19.1,0
B12893,BNAA-BNJ,2023-01-28,Track Stabilization,01:00,03:27,147.1,Dynamic Track Stabilizer,Low,Heavy Rain,130.9,-16.2,0
B03490,BPQ-SKZR,2023-01-28,Track Stabilization,23:00,01:02,122.4,Dynamic Track Stabilizer,Low,Extreme Heat,101.7,-20.7,0
B02751,BZU-ET,2023-01-28,Track Stabilization,01:00,03:31,151.9,Dynamic Track Stabilizer,Low,Clear,135.4,-16.5,0
B13206,DGR-OYR,2023-01-28,Track Repair,22:00,01:10,190.0,Tamping Machine,Low,Clear,220.0,30.0,1
B03858,KLNP-RHA,2023-01-28,Track Repair,23:00,02:09,189.7,Tamping Machine,Low,Clear,205.7,16.0,1
B03823,HAUR-KHAI,2023-01-28,OHE Maintenance,03:00,05:30,150.3,OHE Maintenance Special,Low,Clear,176.9,26.6,1
B10655,ASO-ATG,2023-01-28,OHE Maintenance,01:00,03:32,152.7,OHE Maintenance Special,Low,Light Rain,160.0,7.3,0
B01447,BEAS-JUC,2023-01-29,Ballast Renewal,23:00,02:43,223.5,Ballast Regulator,Low,Heavy Rain,254.2,30.7,1
B13863,ADST-BDC,2023-01-29,Track Stabilization,00:00,01:55,115.4,Dynamic Track Stabilizer,Low,Clear,138.5,23.1,1
B10281,DVD-VSKP,2023-01-29,Rail Welding,04:00,05:41,101.7,Rail Crane,Low,Clear,134.4,32.7,1
B04985,DI-THK,2023-01-29,Rail Welding,00:00,01:24,84.5,Rail Crane,Medium,Clear,135.3,50.8,1
B03927,DKDP-KYP,2023-01-29,Track Repair,00:00,03:18,198.5,Tamping Machine,Low,Fog,208.2,9.7,0
B00896,DKZ-VVKP,2023-01-29,OHE Maintenance,00:00,02:33,153.2,OHE Maintenance Special,Low,Fog,185.5,32.4,1
B01095,DKDP-KYP,2023-01-29,Ballast Renewal,22:00,01:27,207.3,Ballast Regulator,Low,Clear,195.3,-12.0,0
B06665,CHE-PSA,2023-01-29,Ballast Renewal,04:00,07:40,220.6,Ballast Regulator,Low,Light Rain,262.9,42.3,1
B03109,ET-HBD,2023-01-29,Track Stabilization,00:00,02:44,164.3,Dynamic Track Stabilizer,Low,Light Rain,161.5,-2.8,0
B00099,AD-GTL,2023-01-29,Points Renewal,00:00,03:38,218.7,Rail Crane,Low,Clear,213.6,-5.1,0
B04826,BDTS-BVI,2023-01-29,Signal Maintenance,00:00,01:23,83.6,Tower Wagon,Low,Clear,110.6,26.9,1
B11056,GRAE-HIH,2023-01-29,Rail Welding,00:00,01:15,75.4,Rail Crane,Low,Fog,100.5,25.1,1
B05073,MYHT-TNX,2023-01-29,Points Renewal,00:00,04:15,255.0,Rail Crane,Low,Clear,230.0,-25.0,0
B07655,JSME-MDP,2023-01-29,Track Repair,02:00,04:53,173.3,Tamping Machine,Low,Heavy Rain,217.8,44.5,1
B02408,DDJ-SDAH,2023-01-29,Ballast Renewal,23:00,01:58,178.3,Ballast Regulator,Low,Fog,204.1,25.7,1
B03757,KSNG-TIG,2023-01-30,Ballast Renewal,04:00,07:50,230.6,Ballast Regulator,Low,Clear,205.9,-24.7,0
B09129,CRD-PR,2023-01-30,Track Stabilization,04:00,06:53,173.5,Dynamic Track Stabilizer,High,Light Rain,186.2,12.8,1
B04110,BSBP-KGY,2023-01-30,Signal Maintenance,01:00,02:32,92.9,Tower Wagon,Low,Clear,86.6,-6.2,0
B01635,CLA-VVH,2023-01-30,Signal Maintenance,23:00,00:27,88.0,Tower Wagon,High,Extreme Heat,119.9,31.9,1
B12423,CNS-HGY,2023-01-30,Track Stabilization,23:00,01:41,161.2,Dynamic Track Stabilizer,Medium,Fog,168.1,6.9,0
B02930,GWL-MRA,2023-01-30,Signal Maintenance,03:00,05:01,121.6,Tower Wagon,Low,Clear,137.8,16.1,1
B05114,KZJ-WL,2023-01-30,Signal Maintenance,23:00,00:50,110.4,Tower Wagon,Low,Clear,135.2,24.8,1
B07766,MJR-NPKM,2023-01-30,Points Renewal,00:00,02:47,167.6,Rail Crane,Low,Clear,144.8,-22.8,0
B03332,ASN-CRJ,2023-01-30,Signal Maintenance,03:00,04:58,118.7,Tower Wagon,Low,Clear,148.7,30.0,1
B14002,ET-JBP,2023-01-30,OHE Maintenance,22:00,00:34,154.8,OHE Maintenance Special,Low,Fog,179.2,24.4,1
B04563,MAF-SPAM,2023-01-30,Rail Welding,01:00,02:30,90.6,Rail Crane,Low,Fog,102.9,12.3,1
B14123,BSL-MMR,2023-01-30,Points Renewal,02:00,05:20,200.6,Rail Crane,Low,Clear,232.8,32.3,1
B12334,BZU-GDYA,2023-01-30,OHE Maintenance,22:00,00:27,147.3,OHE Maintenance Special,Low,Light Rain,160.5,13.3,1
B10544,AK-BD,2023-01-31,OHE Maintenance,02:00,04:31,151.4,OHE Maintenance Special,Low,Extreme Heat,173.7,22.3,1
B03588,PUNE-SVJR,2023-01-31,Rail Welding,23:00,00:35,95.5,Rail Crane,Low,Clear,80.5,-15.0,0
B11867,DNR-PNBE,2023-01-31,OHE Maintenance,00:00,02:29,149.3,OHE Maintenance Special,Low,Clear,168.4,19.1,1
B14334,MSAE-NBAE,2023-01-31,Points Renewal,02:00,05:46,226.4,Rail Crane,Low,Heavy Rain,204.1,-22.3,0
B01012,AME-PBH,2023-01-31,Track Repair,03:00,05:39,159.5,Tamping Machine,Low,Light Rain,170.7,11.2,1
B02373,JHS-ORAI,2023-01-31,Rail Welding,00:00,01:23,83.6,Rail Crane,Low,Clear,82.0,-1.6,0
B10218,BHS-BPL,2023-01-31,Track Stabilization,23:00,01:51,171.8,Dynamic Track Stabilizer,Low,Clear,172.0,0.1,0
B14913,CHE-PSA,2023-01-31,Signal Maintenance,04:00,05:53,113.5,Tower Wagon,Low,Clear,122.8,9.3,0
B07077,NSF-SIU,2023-01-31,Points Renewal,00:00,03:17,197.7,Rail Crane,Low,Fog,244.0,46.3,1
B02576,RJY-VSKP,2023-01-31,OHE Maintenance,04:00,06:17,137.3,OHE Maintenance Special,Low,Clear,142.8,5.5,0
B03274,MSB-RPM,2023-01-31,Points Renewal,01:00,03:50,170.1,Rail Crane,Medium,Clear,188.9,18.8,1
B12121,BALU-KUR,2023-01-31,OHE Maintenance,00:00,02:23,143.8,OHE Maintenance Special,Low,Extreme Heat,127.5,-16.3,0
