section_id,from_station,to_station,hour_of_day,trains_count,traffic_level
ABP-MLPR,ABP,MLPR,3,1,LOW
ABP-MLPR,ABP,MLPR,4,1,LOW
ABP-MLPR,ABP,MLPR,5,2,LOW
ABP-MLPR,ABP,MLPR,6,1,LOW
ABP-MLPR,ABP,MLPR,8,1,LOW
ABP-MLPR,ABP,MLPR,10,1,LOW
ABP-MLPR,ABP,MLPR,11,1,LOW
ABP-MLPR,ABP,MLPR,12,2,LOW
ABP-MLPR,ABP,MLPR,13,1,LOW
ABP-MLPR,ABP,MLPR,16,3,MEDIUM
ABP-MLPR,ABP,MLPR,17,1,LOW
ABP-MLPR,ABP,MLPR,18,1,LOW
ABP-MLPR,ABP,MLPR,22,1,LOW
ABP-SHG,ABP,SHG,1,3,MEDIUM
ABP-SHG,ABP,SHG,7,2,LOW
ABP-SHG,ABP,SHG,8,1,LOW
ABP-SHG,ABP,SHG,9,2,LOW
ABP-SHG,ABP,SHG,13,2,LOW
ABP-SHG,ABP,SHG,15,1,LOW
ABP-SHG,ABP,SHG,18,3,MEDIUM
ABP-SHG,ABP,SHG,20,1,LOW
ABP-SHG,ABP,SHG,23,1,LOW
ABR-ADI,ABR,ADI,2,1,LOW
ABR-ADI,ABR,ADI,7,1,LOW
ABR-ADI,ABR,ADI,10,2,LOW
ABR-AII,ABR,AII,2,1,LOW
ABR-AII,ABR,AII,20,1,LOW
ABR-FA,ABR,FA,0,3,MEDIUM
ABR-FA,ABR,FA,1,2,LOW
ABR-FA,ABR,FA,2,1,LOW
ABR-FA,ABR,FA,5,1,LOW
ABR-FA,ABR,FA,6,2,LOW
ABR-FA,ABR,FA,7,2,LOW
ABR-FA,ABR,FA,8,2,LOW
ABR-FA,ABR,FA,9,1,LOW
ABR-FA,ABR,FA,10,1,LOW
ABR-FA,ABR,FA,11,1,LOW
ABR-FA,ABR,FA,12,1,LOW
ABR-FA,ABR,FA,14,1,LOW
ABR-FA,ABR,FA,15,2,LOW
ABR-FA,ABR,FA,17,3,MEDIUM
ABR-FA,ABR,FA,19,3,MEDIUM
ABR-FA,ABR,FA,20,2,LOW
ABR-FA,ABR,FA,21,1,LOW
ABR-FA,ABR,FA,22,2,LOW
ABR-FA,ABR,FA,23,7,MEDIUM
ABR-JU,ABR,JU,14,1,LOW
ABR-JU,ABR,JU,21,1,LOW
ABR-JWB,ABR,JWB,1,1,LOW
ABR-JWB,ABR,JWB,2,1,LOW
ABR-JWB,ABR,JWB,3,1,LOW
ABR-JWB,ABR,JWB,7,1,LOW
ABR-JWB,ABR,JWB,8,1,LOW
ABR-JWB,ABR,JWB,11,1,LOW
ABR-JWB,ABR,JWB,21,1,LOW
ABR-JWB,ABR,JWB,23,1,LOW
ABR-MAA,ABR,MAA,5,1,LOW
ABR-MAA,ABR,MAA,6,1,LOW
ABR-MAA,ABR,MAA,11,1,LOW
ABR-MAA,ABR,MAA,16,1,LOW
ABR-MAA,ABR,MAA,18,1,LOW
ABR-MAA,ABR,MAA,19,1,LOW
ABR-MJ,ABR,MJ,2,2,LOW
ABR-MJ,ABR,MJ,5,2,LOW
ABR-MJ,ABR,MJ,6,1,LOW
ABR-MJ,ABR,MJ,7,1,LOW
ABR-MJ,ABR,MJ,11,2,LOW
ABR-MJ,ABR,MJ,12,1,LOW
ABR-MJ,ABR,MJ,13,1,LOW
ABR-MJ,ABR,MJ,20,1,LOW
ABR-MJ,ABR,MJ,21,2,LOW
ABR-MJ,ABR,MJ,23,2,LOW
ABR-MSH,ABR,MSH,0,1,LOW
ABR-MSH,ABR,MSH,10,1,LOW
ABR-MXO,ABR,MXO,7,1,LOW
ABR-MXO,ABR,MXO,12,1,LOW
ABR-MXO,ABR,MXO,15,1,LOW
ABR-MXO,ABR,MXO,17,1,LOW
ABR-PNU,ABR,PNU,0,8,HIGH
ABR-PNU,ABR,PNU,1,6,MEDIUM
ABR-PNU,ABR,PNU,2,6,MEDIUM
ABR-PNU,ABR,PNU,3,2,LOW
ABR-PNU,ABR,PNU,4,6,MEDIUM
ABR-PNU,ABR,PNU,5,1,LOW
ABR-PNU,ABR,PNU,6,2,LOW
ABR-PNU,ABR,PNU,7,1,LOW
ABR-PNU,ABR,PNU,8,5,MEDIUM
ABR-PNU,ABR,PNU,9,4,MEDIUM
ABR-PNU,ABR,PNU,10,9,HIGH
ABR-PNU,ABR,PNU,11,2,LOW
ABR-PNU,ABR,PNU,12,2,LOW
ABR-PNU,ABR,PNU,13,1,LOW
ABR-PNU,ABR,PNU,14,5,MEDIUM
ABR-PNU,ABR,PNU,16,3,MEDIUM
ABR-PNU,ABR,PNU,18,3,MEDIUM
ABR-PNU,ABR,PNU,19,6,MEDIUM
ABR-PNU,ABR,PNU,20,1,LOW
ABR-PNU,ABR,PNU,21,3,MEDIUM
ABR-PNU,ABR,PNU,22,9,HIGH
ABR-PNU,ABR,PNU,23,3,MEDIUM
ABR-SOH,ABR,SOH,1,5,MEDIUM
ABR-SOH,ABR,SOH,2,1,LOW
ABR-SOH,ABR,SOH,3,1,LOW
ABR-SOH,ABR,SOH,4,1,LOW
ABR-SOH,ABR,SOH,5,1,LOW
ABR-SOH,ABR,SOH,9,3,MEDIUM
ABR-SOH,ABR,SOH,10,3,MEDIUM
ABR-SOH,ABR,SOH,11,1,LOW
ABR-SOH,ABR,SOH,13,2,LOW
ABR-SOH,ABR,SOH,14,1,LOW
ABR-SOH,ABR,SOH,15,2,LOW
ABR-SOH,ABR,SOH,18,1,LOW
ABR-SOH,ABR,SOH,20,1,LOW
ABR-SOH,ABR,SOH,21,3,MEDIUM
ABR-SOH,ABR,SOH,23,1,LOW
ABR-SRPJ,ABR,SRPJ,9,1,LOW
ABR-SRPJ,ABR,SRPJ,15,1,LOW
ABS-BFE,ABS,BFE,7,1,LOW
ABS-BFE,ABS,BFE,8,1,LOW
ABS-BFE,ABS,BFE,10,1,LOW
ABS-BFE,ABS,BFE,11,1,LOW
ABS-BFE,ABS,BFE,12,1,LOW
ABS-BFE,ABS,BFE,14,2,LOW
ABS-BFE,ABS,BFE,17,1,LOW
ABS-BFE,ABS,BFE,18,1,LOW
ABS-CWDA,ABS,CWDA,7,1,LOW
ABS-CWDA,ABS,CWDA,11,1,LOW
ABS-CWDA,ABS,CWDA,13,2,LOW
ABS-KLWL,ABS,KLWL,7,1,LOW
ABS-KLWL,ABS,KLWL,8,1,LOW
ABS-KLWL,ABS,KLWL,12,2,LOW
ABS-KLWL,ABS,KLWL,14,1,LOW
ABS-KLWL,ABS,KLWL,17,1,LOW
ABS-MOT,ABS,MOT,4,2,LOW
ABS-MOT,ABS,MOT,5,1,LOW
ABS-MOT,ABS,MOT,6,1,LOW
ABS-MOT,ABS,MOT,10,1,LOW
ABS-MOT,ABS,MOT,14,1,LOW
ABS-MOT,ABS,MOT,15,2,LOW
ABS-MOT,ABS,MOT,16,1,LOW
ABS-MOT,ABS,MOT,19,1,LOW
ABS-MOT,ABS,MOT,21,2,LOW
ABS-MOT,ABS,MOT,22,1,LOW
ABS-MOT,ABS,MOT,23,1,LOW
ABS-PJK,ABS,PJK,2,1,LOW
ABS-PJK,ABS,PJK,23,1,LOW
ABS-PKK,ABS,PKK,2,1,LOW
ABS-PKK,ABS,PKK,19,1,LOW
ABS-PKK,ABS,PKK,23,1,LOW
ABS-SGNR,ABS,SGNR,4,1,LOW
ABS-SGNR,ABS,SGNR,5,3,MEDIUM
ABS-SGNR,ABS,SGNR,8,1,LOW
ABS-SGNR,ABS,SGNR,11,1,LOW
ABS-SGNR,ABS,SGNR,12,1,LOW
ABS-SGNR,ABS,SGNR,14,3,MEDIUM
ABS-SGNR,ABS,SGNR,16,1,LOW
ABS-SGNR,ABS,SGNR,19,1,LOW
ABS-SGNR,ABS,SGNR,21,2,LOW
ABS-SGNR,ABS,SGNR,22,2,LOW
ABSA-AGTL,ABSA,AGTL,5,1,LOW
ABSA-AGTL,ABSA,AGTL,14,1,LOW
ABSA-AGTL,ABSA,AGTL,19,1,LOW
ABSA-AGTL,ABSA,AGTL,22,1,LOW
ABSA-DMR,ABSA,DMR,6,1,LOW
ABSA-DMR,ABSA,DMR,15,1,LOW
ABSA-DMR,ABSA,DMR,17,1,LOW
ABSA-DMR,ABSA,DMR,20,1,LOW
ABSA-JWNR,ABSA,JWNR,7,2,LOW
ABSA-JWNR,ABSA,JWNR,12,1,LOW
ABSA-JWNR,ABSA,JWNR,14,1,LOW
ABSA-JWNR,ABSA,JWNR,17,1,LOW
ABSA-JWNR,ABSA,JWNR,19,1,LOW
ABSA-MGKM,ABSA,MGKM,7,2,LOW
ABSA-MGKM,ABSA,MGKM,11,1,LOW
ABSA-MGKM,ABSA,MGKM,15,1,LOW
ABSA-MGKM,ABSA,MGKM,17,1,LOW
ABSA-MGKM,ABSA,MGKM,18,1,LOW
ABU-AVD,ABU,AVD,0,1,LOW
ABU-AVD,ABU,AVD,4,3,MEDIUM
ABU-AVD,ABU,AVD,5,1,LOW
ABU-AVD,ABU,AVD,6,4,MEDIUM
ABU-AVD,ABU,AVD,7,7,MEDIUM
ABU-AVD,ABU,AVD,8,5,MEDIUM
ABU-AVD,ABU,AVD,9,1,LOW
ABU-AVD,ABU,AVD,10,4,MEDIUM
ABU-AVD,ABU,AVD,11,2,LOW
ABU-AVD,ABU,AVD,12,5,MEDIUM
ABU-AVD,ABU,AVD,13,1,LOW
ABU-AVD,ABU,AVD,14,5,MEDIUM
ABU-AVD,ABU,AVD,16,5,MEDIUM
ABU-AVD,ABU,AVD,17,6,MEDIUM
ABU-AVD,ABU,AVD,18,7,MEDIUM
ABU-AVD,ABU,AVD,19,4,MEDIUM
ABU-AVD,ABU,AVD,20,8,HIGH
ABU-AVD,ABU,AVD,21,7,MEDIUM
ABU-AVD,ABU,AVD,22,8,HIGH
ABU-AVD,ABU,AVD,23,8,HIGH
ABU-PVM,ABU,PVM,0,1,LOW
ABU-PVM,ABU,PVM,1,1,LOW
ABU-PVM,ABU,PVM,3,1,LOW
ABU-PVM,ABU,PVM,4,9,HIGH
ABU-PVM,ABU,PVM,5,7,MEDIUM
ABU-PVM,ABU,PVM,6,11,HIGH
ABU-PVM,ABU,PVM,7,10,HIGH
ABU-PVM,ABU,PVM,8,12,HIGH
ABU-PVM,ABU,PVM,9,15,VERY_HIGH
ABU-PVM,ABU,PVM,10,11,HIGH
ABU-PVM,ABU,PVM,11,10,HIGH
ABU-PVM,ABU,PVM,12,9,HIGH
ABU-PVM,ABU,PVM,13,7,MEDIUM
ABU-PVM,ABU,PVM,14,11,HIGH
ABU-PVM,ABU,PVM,15,8,HIGH
ABU-PVM,ABU,PVM,16,14,HIGH
ABU-PVM,ABU,PVM,17,9,HIGH
ABU-PVM,ABU,PVM,18,13,HIGH
ABU-PVM,ABU,PVM,19,7,MEDIUM
ABU-PVM,ABU,PVM,20,8,HIGH
ABU-PVM,ABU,PVM,21,4,MEDIUM
ABU-PVM,ABU,PVM,22,4,MEDIUM
ABU-PVM,ABU,PVM,23,2,LOW
ABU-TI,ABU,TI,5,1,LOW
ABU-TI,ABU,TI,18,2,LOW
ABU-TI,ABU,TI,19,1,LOW
ABU-TI,ABU,TI,20,1,LOW
ABU-TMVL,ABU,TMVL,0,1,LOW
ABU-TMVL,ABU,TMVL,1,1,LOW
ABU-TMVL,ABU,TMVL,3,1,LOW
ABU-TMVL,ABU,TMVL,4,9,HIGH
ABU-TMVL,ABU,TMVL,5,8,HIGH
ABU-TMVL,ABU,TMVL,6,11,HIGH
ABU-TMVL,ABU,TMVL,7,9,HIGH
ABU-TMVL,ABU,TMVL,8,13,HIGH
ABU-TMVL,ABU,TMVL,9,14,HIGH
ABU-TMVL,ABU,TMVL,10,11,HIGH
ABU-TMVL,ABU,TMVL,11,10,HIGH
ABU-TMVL,ABU,TMVL,12,8,HIGH
ABU-TMVL,ABU,TMVL,13,8,HIGH
ABU-TMVL,ABU,TMVL,14,10,HIGH
ABU-TMVL,ABU,TMVL,15,9,HIGH
ABU-TMVL,ABU,TMVL,16,14,HIGH
ABU-TMVL,ABU,TMVL,17,9,HIGH
ABU-TMVL,ABU,TMVL,18,13,HIGH
ABU-TMVL,ABU,TMVL,19,8,HIGH
ABU-TMVL,ABU,TMVL,20,8,HIGH
ABU-TMVL,ABU,TMVL,21,3,MEDIUM
ABU-TMVL,ABU,TMVL,22,4,MEDIUM
ABU-TMVL,ABU,TMVL,23,2,LOW
ABU-VLK,ABU,VLK,0,1,LOW
ABU-VLK,ABU,VLK,4,3,MEDIUM
ABU-VLK,ABU,VLK,5,2,LOW
ABU-VLK,ABU,VLK,6,4,MEDIUM
ABU-VLK,ABU,VLK,7,7,MEDIUM
ABU-VLK,ABU,VLK,8,5,MEDIUM
ABU-VLK,ABU,VLK,9,1,LOW
ABU-VLK,ABU,VLK,10,4,MEDIUM
ABU-VLK,ABU,VLK,11,2,LOW
ABU-VLK,ABU,VLK,12,5,MEDIUM
ABU-VLK,ABU,VLK,13,1,LOW
ABU-VLK,ABU,VLK,14,4,MEDIUM
ABU-VLK,ABU,VLK,15,2,LOW
ABU-VLK,ABU,VLK,16,4,MEDIUM
ABU-VLK,ABU,VLK,17,5,MEDIUM
ABU-VLK,ABU,VLK,18,9,HIGH
ABU-VLK,ABU,VLK,19,6,MEDIUM
ABU-VLK,ABU,VLK,20,9,HIGH
ABU-VLK,ABU,VLK,21,9,HIGH
ABU-VLK,ABU,VLK,22,7,MEDIUM
ABU-VLK,ABU,VLK,23,7,MEDIUM
ABW-BXT,ABW,BXT,5,1,LOW
ABW-BXT,ABW,BXT,8,1,LOW
ABW-BXT,ABW,BXT,9,1,LOW
ABW-BXT,ABW,BXT,15,1,LOW
ABW-BXT,ABW,BXT,16,1,LOW
ABW-BXT,ABW,BXT,21,1,LOW
ABW-NGTG,ABW,NGTG,5,1,LOW
ABW-NGTG,ABW,NGTG,8,1,LOW
ABW-NGTG,ABW,NGTG,9,1,LOW
ABW-NGTG,ABW,NGTG,14,1,LOW
ABW-NGTG,ABW,NGTG,16,1,LOW
ABW-NGTG,ABW,NGTG,21,1,LOW
ABX-KNVT,ABX,KNVT,4,1,LOW
ABX-KNVT,ABX,KNVT,11,1,LOW
ABX-KNVT,ABX,KNVT,15,1,LOW
ABX-KNVT,ABX,KNVT,21,1,LOW
ABX-KSAE,ABX,KSAE,3,1,LOW
ABX-KSAE,ABX,KSAE,11,1,LOW
ABX-KSAE,ABX,KSAE,15,1,LOW
ABX-KSAE,ABX,KSAE,22,1,LOW
ABY-SHAD,ABY,SHAD,0,3,MEDIUM
ABY-SHAD,ABY,SHAD,1,3,MEDIUM
ABY-SHAD,ABY,SHAD,5,3,MEDIUM
ABY-SHAD,ABY,SHAD,6,6,MEDIUM
ABY-SHAD,ABY,SHAD,7,3,MEDIUM
ABY-SHAD,ABY,SHAD,8,5,MEDIUM
ABY-SHAD,ABY,SHAD,9,3,MEDIUM
ABY-SHAD,ABY,SHAD,10,5,MEDIUM
ABY-SHAD,ABY,SHAD,11,3,MEDIUM
ABY-SHAD,ABY,SHAD,12,5,MEDIUM
ABY-SHAD,ABY,SHAD,13,2,LOW
ABY-SHAD,ABY,SHAD,14,4,MEDIUM
ABY-SHAD,ABY,SHAD,15,4,MEDIUM
ABY-SHAD,ABY,SHAD,16,5,MEDIUM
ABY-SHAD,ABY,SHAD,17,4,MEDIUM
ABY-SHAD,ABY,SHAD,18,4,MEDIUM
ABY-SHAD,ABY,SHAD,19,4,MEDIUM
ABY-SHAD,ABY,SHAD,20,4,MEDIUM
ABY-SHAD,ABY,SHAD,21,3,MEDIUM
ABY-SHAD,ABY,SHAD,22,3,MEDIUM
ABY-SHAD,ABY,SHAD,23,2,LOW
ABY-TLA,ABY,TLA,0,3,MEDIUM
ABY-TLA,ABY,TLA,1,3,MEDIUM
ABY-TLA,ABY,TLA,5,3,MEDIUM
ABY-TLA,ABY,TLA,6,5,MEDIUM
ABY-TLA,ABY,TLA,7,4,MEDIUM
ABY-TLA,ABY,TLA,8,5,MEDIUM
ABY-TLA,ABY,TLA,9,3,MEDIUM
ABY-TLA,ABY,TLA,10,5,MEDIUM
ABY-TLA,ABY,TLA,11,2,LOW
ABY-TLA,ABY,TLA,12,5,MEDIUM
ABY-TLA,ABY,TLA,13,3,MEDIUM
ABY-TLA,ABY,TLA,14,4,MEDIUM
ABY-TLA,ABY,TLA,15,4,MEDIUM
ABY-TLA,ABY,TLA,16,4,MEDIUM
ABY-TLA,ABY,TLA,17,5,MEDIUM
ABY-TLA,ABY,TLA,18,4,MEDIUM
ABY-TLA,ABY,TLA,19,4,MEDIUM
ABY-TLA,ABY,TLA,20,4,MEDIUM
ABY-TLA,ABY,TLA,21,2,LOW
ABY-TLA,ABY,TLA,22,4,MEDIUM
ABY-TLA,ABY,TLA,23,2,LOW
ACCI-BGNR,ACCI,BGNR,12,1,LOW
ACCI-BGNR,ACCI,BGNR,14,1,LOW
ACCI-YY,ACCI,YY,12,1,LOW
ACCI-YY,ACCI,YY,14,1,LOW
ACG-BDWD,ACG,BDWD,6,1,LOW
ACG-BDWD,ACG,BDWD,7,1,LOW
ACG-BDWD,ACG,BDWD,12,1,LOW
ACG-BDWD,ACG,BDWD,15,1,LOW
ACG-BDWD,ACG,BDWD,17,1,LOW
ACG-BDWD,ACG,BDWD,20,1,LOW
ACG-VNA,ACG,VNA,6,2,LOW
ACG-VNA,ACG,VNA,13,1,LOW
ACG-VNA,ACG,VNA,14,1,LOW
ACG-VNA,ACG,VNA,17,1,LOW
ACG-VNA,ACG,VNA,19,1,LOW
ACH-BAHP,ACH,BAHP,3,1,LOW
ACH-BAHP,ACH,BAHP,6,1,LOW
ACH-BAHP,ACH,BAHP,9,1,LOW
ACH-BAHP,ACH,BAHP,15,1,LOW
ACH-BAHP,ACH,BAHP,17,1,LOW
ACH-BAHP,ACH,BAHP,21,1,LOW
ACH-KURO,ACH,KURO,3,1,LOW
ACH-KURO,ACH,KURO,7,1,LOW
ACH-KURO,ACH,KURO,9,1,LOW
ACH-KURO,ACH,KURO,15,1,LOW
ACH-KURO,ACH,KURO,17,1,LOW
ACH-KURO,ACH,KURO,21,1,LOW
ACL-AML,ACL,AML,4,1,LOW
ACL-AML,ACL,AML,5,1,LOW
ACL-AML,ACL,AML,6,1,LOW
ACL-AML,ACL,AML,7,1,LOW
ACL-AML,ACL,AML,8,2,LOW
ACL-AML,ACL,AML,10,1,LOW
ACL-AML,ACL,AML,11,1,LOW
ACL-AML,ACL,AML,15,1,LOW
ACL-AML,ACL,AML,17,1,LOW
ACL-AML,ACL,AML,18,2,LOW
ACL-AML,ACL,AML,19,3,MEDIUM
ACL-AML,ACL,AML,21,1,LOW
ACL-AML,ACL,AML,22,1,LOW
ACL-VDH,ACL,VDH,4,1,LOW
ACL-VDH,ACL,VDH,5,1,LOW
ACL-VDH,ACL,VDH,6,1,LOW
ACL-VDH,ACL,VDH,8,3,MEDIUM
ACL-VDH,ACL,VDH,10,1,LOW
ACL-VDH,ACL,VDH,11,1,LOW
ACL-VDH,ACL,VDH,16,1,LOW
ACL-VDH,ACL,VDH,17,1,LOW
ACL-VDH,ACL,VDH,18,2,LOW
ACL-VDH,ACL,VDH,19,3,MEDIUM
ACL-VDH,ACL,VDH,22,2,LOW
ACLE-AZ,ACLE,AZ,3,3,MEDIUM
ACLE-AZ,ACLE,AZ,5,3,MEDIUM
ACLE-AZ,ACLE,AZ,6,2,LOW
ACLE-AZ,ACLE,AZ,8,1,LOW
ACLE-AZ,ACLE,AZ,9,1,LOW
ACLE-AZ,ACLE,AZ,10,1,LOW
ACLE-AZ,ACLE,AZ,11,3,MEDIUM
ACLE-AZ,ACLE,AZ,12,1,LOW
ACLE-AZ,ACLE,AZ,14,1,LOW
ACLE-AZ,ACLE,AZ,15,1,LOW
ACLE-AZ,ACLE,AZ,16,3,MEDIUM
ACLE-AZ,ACLE,AZ,17,1,LOW
ACLE-AZ,ACLE,AZ,18,2,LOW
ACLE-AZ,ACLE,AZ,19,2,LOW
ACLE-AZ,ACLE,AZ,20,1,LOW
ACLE-AZ,ACLE,AZ,21,2,LOW
ACLE-AZ,ACLE,AZ,22,1,LOW
ACLE-AZ,ACLE,AZ,23,1,LOW
ACLE-BAA,ACLE,BAA,23,1,LOW
ACLE-GSGB,ACLE,GSGB,5,2,LOW
ACLE-GSGB,ACLE,GSGB,6,1,LOW
ACLE-GSGB,ACLE,GSGB,9,1,LOW
ACLE-GSGB,ACLE,GSGB,10,1,LOW
ACLE-GSGB,ACLE,GSGB,11,1,LOW
ACLE-GSGB,ACLE,GSGB,16,1,LOW
ACLE-GSGB,ACLE,GSGB,18,1,LOW
ACLE-GSGB,ACLE,GSGB,19,1,LOW
ACLE-GSGB,ACLE,GSGB,20,1,LOW
ACLE-GSGB,ACLE,GSGB,22,1,LOW
ACLE-MPLR,ACLE,MPLR,3,2,LOW
ACLE-MPLR,ACLE,MPLR,11,1,LOW
ACLE-MPLR,ACLE,MPLR,13,1,LOW
ACLE-MPLR,ACLE,MPLR,20,1,LOW
ACLE-PRDG,ACLE,PRDG,3,1,LOW
ACLE-PRDG,ACLE,PRDG,5,1,LOW
ACLE-PRDG,ACLE,PRDG,6,1,LOW
ACLE-PRDG,ACLE,PRDG,8,1,LOW
ACLE-PRDG,ACLE,PRDG,9,1,LOW
ACLE-PRDG,ACLE,PRDG,12,1,LOW
ACLE-PRDG,ACLE,PRDG,15,1,LOW
ACLE-PRDG,ACLE,PRDG,16,3,MEDIUM
ACLE-PRDG,ACLE,PRDG,18,1,LOW
ACLE-PRDG,ACLE,PRDG,19,1,LOW
ACLE-PRDG,ACLE,PRDG,21,1,LOW
ACND-AY,ACND,AY,3,1,LOW
ACND-AY,ACND,AY,4,1,LOW
ACND-AY,ACND,AY,5,1,LOW
ACND-AY,ACND,AY,9,1,LOW
ACND-AY,ACND,AY,10,2,LOW
ACND-AY,ACND,AY,11,1,LOW
ACND-AY,ACND,AY,13,1,LOW
ACND-AY,ACND,AY,14,2,LOW
ACND-AY,ACND,AY,15,1,LOW
ACND-AY,ACND,AY,21,2,LOW
ACND-AY,ACND,AY,22,1,LOW
ACND-FD,ACND,FD,3,1,LOW
ACND-FD,ACND,FD,4,1,LOW
ACND-FD,ACND,FD,6,1,LOW
ACND-FD,ACND,FD,9,1,LOW
ACND-FD,ACND,FD,10,2,LOW
ACND-FD,ACND,FD,11,1,LOW
ACND-FD,ACND,FD,14,2,LOW
ACND-FD,ACND,FD,15,2,LOW
ACND-FD,ACND,FD,20,1,LOW
ACND-FD,ACND,FD,21,1,LOW
ACND-FD,ACND,FD,22,1,LOW
ACOI-BDL,ACOI,BDL,0,1,LOW
ACOI-BDL,ACOI,BDL,6,4,MEDIUM
ACOI-BDL,ACOI,BDL,9,1,LOW
ACOI-BDL,ACOI,BDL,10,1,LOW
ACOI-BDL,ACOI,BDL,13,1,LOW
ACOI-BDL,ACOI,BDL,15,1,LOW
ACOI-BDL,ACOI,BDL,17,3,MEDIUM
ACOI-BDL,ACOI,BDL,19,2,LOW
ACOI-BDL,ACOI,BDL,20,1,LOW
ACOI-BDL,ACOI,BDL,23,1,LOW
ACOI-BSB,ACOI,BSB,5,1,LOW
ACOI-BSB,ACOI,BSB,6,1,LOW
ACOI-BSB,ACOI,BSB,10,1,LOW
ACOI-BSB,ACOI,BSB,19,1,LOW
ACOI-BSB,ACOI,BSB,21,1,LOW
ACOI-BSB,ACOI,BSB,23,1,LOW
ACOI-LKJN,ACOI,LKJN,9,1,LOW
ACOI-LKJN,ACOI,LKJN,19,1,LOW
ACOI-MGS,ACOI,MGS,2,1,LOW
ACOI-MGS,ACOI,MGS,3,1,LOW
ACOI-MGS,ACOI,MGS,5,2,LOW
ACOI-MGS,ACOI,MGS,9,1,LOW
ACOI-MGS,ACOI,MGS,16,1,LOW
ACOI-MGS,ACOI,MGS,20,1,LOW
ACOI-MGS,ACOI,MGS,23,1,LOW
ACOI-MJA,ACOI,MJA,6,1,LOW
ACOI-MKP,ACOI,MKP,0,1,LOW
ACOI-MKP,ACOI,MKP,6,1,LOW
ACOI-MKP,ACOI,MKP,7,2,LOW
ACOI-MKP,ACOI,MKP,8,1,LOW
ACOI-MKP,ACOI,MKP,9,1,LOW
ACOI-MKP,ACOI,MKP,12,1,LOW
ACOI-MKP,ACOI,MKP,14,3,MEDIUM
ACOI-MKP,ACOI,MKP,15,1,LOW
ACOI-MKP,ACOI,MKP,19,1,LOW
ACOI-MKP,ACOI,MKP,21,2,LOW
ACOI-MKP,ACOI,MKP,22,2,LOW
ACOI-MNF,ACOI,MNF,23,1,LOW
ACOI-MZP,ACOI,MZP,0,1,LOW
ACOI-MZP,ACOI,MZP,1,3,MEDIUM
ACOI-MZP,ACOI,MZP,3,2,LOW
ACOI-MZP,ACOI,MZP,5,3,MEDIUM
ACOI-MZP,ACOI,MZP,6,1,LOW
ACOI-MZP,ACOI,MZP,8,3,MEDIUM
ACOI-MZP,ACOI,MZP,9,1,LOW
ACOI-MZP,ACOI,MZP,15,1,LOW
ACOI-MZP,ACOI,MZP,16,1,LOW
ACOI-MZP,ACOI,MZP,18,3,MEDIUM
ACOI-MZP,ACOI,MZP,20,1,LOW
ACOI-MZP,ACOI,MZP,22,1,LOW
ACOI-SRJ,ACOI,SRJ,1,1,LOW
ACOI-SRJ,ACOI,SRJ,5,1,LOW
ACOI-SRJ,ACOI,SRJ,6,1,LOW
ACOI-SRJ,ACOI,SRJ,7,1,LOW
ACOI-SRJ,ACOI,SRJ,8,1,LOW
ACOI-SRJ,ACOI,SRJ,11,1,LOW
ACOI-SRJ,ACOI,SRJ,14,1,LOW
ACOI-SRJ,ACOI,SRJ,15,1,LOW
ACOI-SRJ,ACOI,SRJ,16,1,LOW
ACOI-SRJ,ACOI,SRJ,18,1,LOW
ACOI-SRJ,ACOI,SRJ,20,1,LOW
ACOI-SRJ,ACOI,SRJ,21,1,LOW
ACOI-STA,ACOI,STA,0,2,LOW
ACOI-STA,ACOI,STA,1,2,LOW
ACOI-STA,ACOI,STA,2,6,MEDIUM
ACOI-STA,ACOI,STA,4,1,LOW
ACOI-STA,ACOI,STA,5,4,MEDIUM
ACOI-STA,ACOI,STA,8,2,LOW
ACOI-STA,ACOI,STA,9,1,LOW
ACOI-STA,ACOI,STA,15,1,LOW
ACOI-STA,ACOI,STA,16,1,LOW
ACOI-STA,ACOI,STA,18,1,LOW
ACOI-STA,ACOI,STA,20,3,MEDIUM
ACOI-STA,ACOI,STA,21,1,LOW
ACPR-DIPA,ACPR,DIPA,7,2,LOW
ACPR-DIPA,ACPR,DIPA,9,1,LOW
ACPR-DIPA,ACPR,DIPA,12,1,LOW
ACPR-DIPA,ACPR,DIPA,15,2,LOW
ACPR-DIPA,ACPR,DIPA,18,2,LOW
ACPR-SPTR,ACPR,SPTR,7,2,LOW
ACPR-SPTR,ACPR,SPTR,9,1,LOW
ACPR-SPTR,ACPR,SPTR,12,1,LOW
ACPR-SPTR,ACPR,SPTR,15,2,LOW
ACPR-SPTR,ACPR,SPTR,18,2,LOW
AD-ESV,AD,ESV,11,1,LOW
AD-ESV,AD,ESV,16,1,LOW
AD-GTL,AD,GTL,0,2,LOW
AD-GTL,AD,GTL,1,3,MEDIUM
AD-GTL,AD,GTL,2,4,MEDIUM
AD-GTL,AD,GTL,3,3,MEDIUM
AD-GTL,AD,GTL,4,3,MEDIUM
AD-GTL,AD,GTL,5,2,LOW
AD-GTL,AD,GTL,6,2,LOW
AD-GTL,AD,GTL,7,2,LOW
AD-GTL,AD,GTL,8,2,LOW
AD-GTL,AD,GTL,9,2,LOW
AD-GTL,AD,GTL,12,3,MEDIUM
AD-GTL,AD,GTL,13,1,LOW
AD-GTL,AD,GTL,14,3,MEDIUM
